docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon
nyp.33433074962709,1860,1860,1860,random,8658427,,Valentine[COMMA] Mann Satterwhite[COMMA],Richmond[COMMA] Va.;J. W. Randolph;1860.,,The mock auction,,,,,,1824,m,us,,,
loc.ark+=13960=t7sn0q200,1860,1860,1860,random,9566453,,Chapman[COMMA] George Walton[COMMA],New York;Rudd & Carleton;1860.,,A tribute to Kane,,,,,,1812,m,us,,,
njp.32101066457365,1860,1860,1860,random,8928028,,Collins[COMMA] Mortimer[COMMA],London;Saunders[COMMA] Otley;1860.,,Summer songs,,,,,,1827,m,uk,,,
loc.ark+=13960=t2w38b121,1860,1860,1860,random,9562224,,Coutts[COMMA] W. G. [from old catalog],New York;The author;1860.,,The games,,,,,,,,,,,
njp.32101067632792,1860,1860,1860,random,7657081,,Donaldson[COMMA] Samuel J.[COMMA],Philadelphia;Lindsay & Blakiston;1860.,,Lyrics,,,,,,1835,m,us,,,
wu.89099921512,1860,1860,1860,random,8998599,,Drake[COMMA] Joseph Rodman[COMMA],New York;The Bradford Club;1860.,,The croakers,,,,,,1795,m,us,,,
loc.ark+=13960=t19k4z26m,1860,1860,1860,random,9575312,,Willis[COMMA] Nathaniel Parker[COMMA],New York;Clark[COMMA] Austin & Smith;1860.,,The poems[COMMA] sacred[COMMA] passionate[COMMA] and humorous[COMMA] of Nathaniel Parker WIllis,,,,,,1806,m,us,,Well-known,
mdp.39015065423868,1860,1860,1860,random,5263845,,Newman[COMMA] John B.,New York;Rudd & Carleton;1860.,,Wa-Wa-Wanda,,,,,,,m,us,,,
mdp.39015063880127,1860,1860,1859,reviewed,434297,2928822,Hayne[COMMA] Paul Hamilton[COMMA],Boston;Ticknor & Fields;1860.,,Avolio;,rev,,,1860,ATL,1830,m,us,,,
loc.ark+=13960=t72v3f90h,1860,1860,1859,random,11206601,,Russel[COMMA] Charles Porter[COMMA],Columbia[COMMA] S.C.;Press of C.P. Pelham;1860.,,In tenebris,,,,,,,m,us,,,
loc.ark+=13960=t7dr3ch6b,1861,1861,1859,random,9593563,,[Hoyt[COMMA] Ralph][COMMA],New York;A. D. F. Randolph;1861.,,Echoes of memory and emotion,,,,,,1806,m,us,,,
loc.ark+=13960=t1fj32s97,1859,1859,1859,random,9589787,,Carhart[COMMA] John Wesley[COMMA],New-York;Pudney & Russell printers;1859.,,Sunny hours,,,,,,1834,m,us,,,
nyp.33433074849005,1859,1859,1859,random,7687353,,Farrar[COMMA] F. W.,Cambridge;Macmillan;1859.,,Lyrics of life,,,,,,1831,m,uk,,,
uc2.ark+=13960=t8x927004,1859,1859,1859,random,7685611,,Beer[COMMA] John T.,Leeds;Briggate;1859.,,Miscellaneous poems,,,,,,,m,uk,,,
uc2.ark+=13960=t4gm86m20,1889,1859,1859,reviewed,7688880,13365552,Hedderwick[COMMA] James[COMMA],Edinburgh;London;Blackwood;1889.,,Lays of Middle Age,rev,,,1859,WR,1814,m,uk,,,
uc1.b4104728,1859,1859,1859,reviewed,1427309,3556273,Tennyson[COMMA] Alfred Tennyson[COMMA],Boston;Ticknor and Fields;1859.,,Idyls of the King,rev,pos,,1859,WR,1809,m,uk,,,y
loc.ark+=13960=t20c5hr60,1858,1858,1858,random,9569211,,Cotton[COMMA] Alfred Jackson[COMMA],Cincinnati;Pub. for the author by Applegate & co.;1858.,,Cotton[APOSTROPHE]s keepsake,,,,,,1800,m,us,,,
uc2.ark+=13960=t4kk99f3f,1858,1858,1858,reviewed,1422215,1394762,Kingsley[COMMA] Charles[COMMA],London;J. W. Parker and son;1858.,,Andromeda and other poems,rev,,,1858,WR,1819,m,uk,,,y
uc2.ark+=13960=t9v12890g,1862,1862,1857,reviewed,7700846,790654,Locker-Lampson[COMMA] Frederick[COMMA],London;B. M. Pickering;1862.,,London lyrics,rev,,,1870,ATL,1821,m,uk,,,
mdp.39015059390164,1880,1880,1857,reviewed,115769,3069063,Blackie[COMMA] John Stuart[COMMA],Edinburgh;London;W. Blackwood and sons;1880.,,Lays and Legends of Ancient Greece,rev,pos,,1857,WR,1809,m,uk,,,
uc1.b182439,1856,1856,1856,reviewed,950209,11405839,Dobell[COMMA] Sydney[COMMA],London;Smith[COMMA] Elder;1856.,,England in time of war,rev,neg,,1856,ER,1824,m,uk,,,
njp.32101066456896,1856,1856,1856,reviewed,8928000,13392077,Clive[COMMA] Caroline[COMMA],London;Saunders;1856.,,Poems,rev,,,1856,ER,1801,f,uk,,,
nyp.33433004008284,1856,1856,1856,random,8590320,,Prime[COMMA] Samuel IrenÃ_us,New-York;Anson D. F. Randolph;1856.,,The smitten household,,,,,,1812,m,us ,,,
loc.ark+=13960=t9377zq1r,1856,1856,1856,random,9572374,,Woodward[COMMA] David.,Boston;J. M. Hewes;1856.,,Slavery;,,,,,,,m,us,,,
mdp.39015060438739,1856,1856,1856,random,437987,,Hiller[COMMA] O. Prescott,London;1856.,,The pleasures of religion and other poems,,,,,,1814,m,uk,,,
njp.32101051387882,1856,1856,1856,random,8899297,,Charlesworth[COMMA] E. G.,London;Messrs. Whittaker;1856.,,Poems,,,,,,,,uk,,,
njp.32101067628436,1856,1856,1856,reviewed,8961146,2812874,Aytoun[COMMA] William Edmondstoune[COMMA],Edinburgh;W. Blackwood;1856.,,Bothwell,rev, ,,1851,WR,1813,m,uk,,,
mdp.49015002077973,1882,1882,1855,reviewed,4550565,123191189,Whitman[COMMA] Walt[COMMA],Philadelphia[COMMA] Penn.;Rees Welsh;1882.,,Leaves of grass,rev,neg,pop,1860,WR,1819,m,us,,,y
uc2.ark+=13960=t6736rz12,1860,1860,1855,reviewed,6058010,3215853,Allingham[COMMA] William[COMMA],London;Bell and Daldy;1860.,,Day and night songs; and The music-master,rev,pos,,1856,ER,1824,m,uk,,,
uc1.b167500,1855,1855,1855,reviewed,6642455,1988592,Bailey[COMMA] Philip James[COMMA],London;Chapman and Hall;1855.,,The mystic and other poems,rev,,,1856,ER,1816,m,uk,,,
uc1.b165960,1855,1855,1855,reviewed,6641490,4771855,Lytton[COMMA] Edward Robert Bulwer Lytton[COMMA],London;Chapman and Hall;1855.,,Clytemnestra ; The earl[APOSTROPHE]s return ; The artist ; and other poems,rev,,,1856,ER,1831,m,uk,,,
dul1.ark+=13960=t5fb5xg2z,1855,1855,1855,reviewed,10942421,3466253,Arnold[COMMA] Matthew[COMMA],London;Longman[COMMA] Brown[COMMA] Green[COMMA] and Longmans;1855.,,Poems,rev,,,1856,ER,1822,m,uk,,,y
loc.ark+=13960=t84j0zq4p,1855,1855,1855,random,9609062,,Clark[COMMA] George Hunt[COMMA],Hartford;F. A. Brown;1855.,,Now and then,,,,,,1809,m,us,,,
loc.ark+=13960=t4xh06r18,1855,1855,1855,random,1028076,,Winter[COMMA] William[COMMA],Boston;G. W. Briggs & co.;1855.,,Poems,,,,,,1836,m,us,,Well-known,
loc.ark+=13960=t0ft95k82,1855,1855,1855,random,9578172,,Stillman[COMMA] George A.,New York;J. C. Derby;Boston;Phillips[COMMA] Sampson & Co.; [etc.[COMMA] etc.;1855.,,Life-real,,,,,,,m,us,,,
nnc1.50196709,1855,1855,1855,reviewed,8408427,,Boner[COMMA] Charles[COMMA],London;Chapman and Hall;1855.,,Cain,rev,,,1855,WR,1815,m,uk,,,
loc.ark+=13960=t5p84vh35,1856,1856,1855,reviewed,9585316,,Longfellow[COMMA] Henry Wadsworth[COMMA],Boston;Ticknor and Fields;1856.,,The song of Hiawatha,rev,,,1856,GrM,1807,m,us,,,y
loc.ark+=13960=t5k93s006,1868,1868,1854,random,7649748,,Taylor[COMMA] Benjamin Franklin[COMMA],New York;Oakley and Mason;1868.,,January and June,,,,,,1819,m,us,,,
uc2.ark+=13960=t16m34j1k,1863,1863,1854,reviewed,7691475,5453617,Patmore[COMMA] Coventry Kersey Dighton[COMMA],London;Macmillan & co.;1863.,v.2,The angel in the house,rev,pos,,1858,ER,1823,m,uk,,,
uc2.ark+=13960=t1xd0s923,1863,1863,1854,reviewed,7691475,5453617,Patmore[COMMA] Coventry Kersey Dighton[COMMA],London;Macmillan & co.;1863.,v.1,The angel in the house,rev,pos,,1858,ER,1823,m,uk,,,
uc1.b165933,1854,1854,1854,reviewed,6641467,1876225,Massey[COMMA] Gerald[COMMA],London;D. Bogue;1854.,,The ballad of Babe Christabel,rev,,,1856,ER,1828,m,uk,,,
loc.ark+=13960=t5q81tq24,1854,1854,1854,random,5946355,,Blake[COMMA] Emma M.,Charleston;Privately printed for D. Blake;1854,,Reliquae,,,,,,,f,us,,,
loc.ark+=13960=t1gj02d1m,1854,1854,1854,random,9596027,,Hewitt[COMMA] Mary E.,New York;Lamport[COMMA] Blakeman & Law;1854.,,Poems,,,,,,1807,f,us,,,
mdp.39015028372848,1879,1879,1853,random,1725528,,KÄÅlidÄÅsa.,London;TrÃ_bner & co.;1879.,,The birth of the war-god,,,,,,1826,m,uk,Trans Griffith[COMMA] Ralph,Trans of Indian epic; birth date is translator,
uc2.ark+=13960=t45q4rv9v,1853,1853,1853,reviewed,8663989,3200322,Smith[COMMA] Alexander[COMMA],Boston;Ticknor[COMMA] Reed[COMMA] and Fields;1853.,,Poems,rev,,,1856,ER,1829,m,uk,,spasmodic,
inu.39000001277370,1858,1858,1853,random,6060098,,Hollingsworth[COMMA] Alfred Johnstone[COMMA],London;Skeet;1858,,The poetical works of the late Alfred Johnstone Hollingsworth,,,,,,1818,m,uk,,,
loc.ark+=13960=t1jh41981,1853,1853,1853,random,9601954,,Buchanan[COMMA] William B.,Baltimore;Murphy & Co.[COMMA] Printers;1853.,,Baltimore[COMMA] or[COMMA] Long[COMMA] long time ago,,,,,,,m,us,,,
nyp.33433075824668,1853,1853,1853,random,8656458,,Hagen[COMMA] John Cole.,New York;Cornish[COMMA] Lamport & Co.;1853.,,Foot-prints of truth; or[COMMA] Voice of humanity,,,,,,,m,us,,,
loc.ark+=13960=t3417h040,1853,1853,1853,random,9561834,,Gould[COMMA] Hannah F[lagg][COMMA],Boston;Crosby[COMMA] Nichols[COMMA] & co.;1853.,,The mother[APOSTROPHE]s dream[COMMA] and other poems,,,,,,1789,f,us,,,
uc1.b167470,1853,1853,1853,reviewed,1425769,1494125,Arnold[COMMA] Edwin[COMMA],Oxford;Francis Macpherson;1853.,,Poems[COMMA] narrative and lyrical,rev,,,1853,WR,1832,m,uk,,,
uc2.ark+=13960=t5n877k3f,1853,1853,1853,reviewed,119922,1744960,Dobell[COMMA] Sydney[COMMA],London;Smith[COMMA] Elder and co.; [etc.[COMMA] etc.;1854 [i.e. 1853,,Balder,rev,neg,,1854,WR,1824,m,uk,,, 
njp.32101073982710,1853,1853,1853,reviewed,7469047,7951177,Browning[COMMA] Elizabeth Barrett[COMMA],London;Chapman & Hall;1853.,v.2,Poems,rev,,,1857,WR,1806,f,uk,,,y
loc.ark+=13960=t3cz3sw3f,1856,1856,1852,random,9605281,,Truesdell[COMMA] Helen.,Cincinnati;E. Morgan;1856.,,Poems,,,,,,1820,f,us,,,
nyp.33433074899968,1852,1852,1852,random,8663331,,MacLean[COMMA] Anna Jane.,Dublin;J. McGlashan;1852.,,Eman More,,,,,,1793,f,ir,,,
uc1.b158313,1852,1852,1852,reviewed,6636088,5046801,Boker[COMMA] George H.,Philadelphia;A. Hart;1852.,,The Podesta[APOSTROPHE]s Daughter,rev,pos,,1852,GrM,1823,m,us,,,
nyp.33433074858238,1851,1851,1851,reviewed,8663222,549887,Browning[COMMA] Elizabeth Barrett[COMMA],New York;C. S. Francis;Boston;J. H. Francis;1851.,,Prometheus bound[COMMA] and other poems;,rev,,,1840,QR,1806,f,uk,,,y
uc2.ark+=13960=t2h70bw5m,1851,1851,1851,random,1187558,,Tuckerman[COMMA] Henry T.,Boston;Ticknor[COMMA] Reed[COMMA] and Fields;1851.,,Poems,,,,,,1813,m,us,,,
loc.ark+=13960=t77s8814j,1850,1850,1850,random,1398755,,Parker[COMMA] Henry W.,Auburn;J. M. Alden;1850.,,Poems,,,,,,,m,,,,
uc2.ark+=13960=t2s46hv0j,1850,1850,1850,reviewed,1776042,423344,Whittier[COMMA] John Greenleaf[COMMA],Boston;Ticknor[COMMA] Reed[COMMA] and Fields;1850.,,Songs of labor,rev,pos,,1850,GrM,1807,m,us,,,y
uc2.ark+=13960=t3fx7436h,1861,1861,1849,reviewed,6678434,3149781,Tennyson[COMMA] Alfred Tennyson[COMMA],Boston;Ticknor and Fields;1861.,,In memoriam,rev,pos,pop,1855,ER,1809,m,uk,,,y
nyp.33433074846860,1850,1850,1849,reviewed,8663255,8390365,Browning[COMMA] Robert[COMMA],Boston;Ticknor[COMMA] Reed and Fields;1850.,v.1,Poems,rev,pos,,1849,GrM,1812,m,uk,,,y
nyp.33433074846878,1850,1850,1849,reviewed,8663255,8390365,Browning[COMMA] Robert[COMMA],Boston;Ticknor[COMMA] Reed and Fields;1850.,v.2,Poems,rev,pos,,1849,GrM,1812,m,uk,,,y
uc2.ark+=13960=t0wp9zm0t,1856,1856,1848,reviewed,7685248,3970640,Aird[COMMA] Thomas[COMMA],Edinburgh;W. Blackwood;1856.,,The poetical works of Thomas Aird,pub,,,1851,BM,1802,m,uk,,,
nyp.33433084126113,1848,1848,1848,random,8662400,,Dow[COMMA] Jesse Erskine[COMMA],Washington;W. Adam;1848.,,The American seasons,,,,,,1809,m,us,,,
ellisbell1848,1848,1848,1848,addcanon,,,BrontÃ«[COMMA] Emily,,,Poems of Acton[COMMA] Currer[COMMA] and Ellis Bell,,,,,,1818,f,uk,,,y
uc2.ark+=13960=t9959jh8d,1847,1847,1847,reviewed,1427031,2971128,Taylor[COMMA] Henry[COMMA],London;E. Moxon;1847.,,The eve of the conquest[COMMA] and other poems,rev,pos,,1849,ER,1800,m,uk,,,
uc1.b166335,1847,1847,1847,reviewed,1546960,1355340,Landor[COMMA] Walter Savage[COMMA],London;Edward Moxon ...;1847.,,The Hellenics of Walter Savage Landor,rev,pos,,1850,ER,1775,m,uk,,,
inu.30000108907506,1847,1847,1847,random,10561464,,Tappan[COMMA] William B.,Boston;Published by Benjamin B. Mussey;London;Chapman[COMMA] brothers;1847.,,Sacred and miscellaneous poems,,,,,,1794,m,us,,,
nyp.33433074907142,1849,1849,1847,reviewed,8662846,12715851,Howitt[COMMA] Mary Botham[COMMA],New York;G. P. Putnam;1849.,,Ballads and other poems,rev,,,1851,WR,1799,f,uk,,,
uc1.b3576529,1847,1847,1847,reviewed,6677821,21025322,Street[COMMA] Alfred Billings[COMMA],New York;Clark & Austin;1847.,,The Poems of Alfred B. Street,rev,pos,,1847,WR,1811,m,us,,,
nyp.33433074843933,1855,1855,1846,random,8664835,,Croly[COMMA] George[COMMA],London;H. Colburn;1855.,,The modern Orlando: a poem,,,,,,1780,m,uk,,,
nyp.33433076026321,1847,1847,1846,random,8690754,,White[COMMA] Albert.,Springfield [Mass.;Printed by H.S. Taylor;1847.,,Sacred poems[COMMA] poems of love & romance[COMMA] humorous and narrative poems,,,,,,,m,us,,,
nyp.33433075971196,1849,1849,1846,random,8656279,,Osgood[COMMA] Frances Sargent Locke[COMMA],New York;Riker[COMMA] Thorne;1849.,,Poems,,,,,,1811,f,us,,,
loc.ark+=13960=t4hm64973,1846,1846,1846,random,11207842,,Plumer[COMMA] Wm.,Bost.;1846.,,Lyrica sacra,,,,,,,m,us,,,
uc2.ark+=13960=t9g44q082,1846,1846,1846,reviewed,7690355,13316902,Mackay[COMMA] Charles[COMMA],London;Orr;1846.,,Voices from the crowd;,rev, ,,1842,WR,1814,m,uk,,,
hvd.32044018706432,1845,1845,1845,reviewed,9732610,21959282,Southey[COMMA] Caroline Bowles[COMMA],New York;Wiley and Putnam;1845.,,The birth-day,rev,pos,,1840,QR,1786,f,uk,,,
uc2.ark+=13960=t5p84dd5d,1845,1845,1845,reviewed,1423580,5469195,Norton[COMMA] Caroline Sheridan[COMMA],London;Chapman and Hall;1845.,,The Child of the Islands,rev,pos,,1845,ER,1808,f,uk,,,
njp.32101066458066,1847,1847,1845,random,8928075,,Cooper[COMMA] Thomas[COMMA],London;J. Watson;1847.,,The purgatory of suicides,,,,,,1805,m,uk,,,
njp.32101067706885,1845,1845,1845,random,8964865,,Bingham[COMMA] Frances Lydia.,London;Simpkin;1845.,,Hubert; or[COMMA] The orphans of St. Madelaine,,,,,,1825,f,uk,,,
njp.32101068142908,1846,1846,1845,random,8967500,,Lewis[COMMA] Alonzo[COMMA],Boston;B.B. Mussey & Co.;1846.,,Love[COMMA] forest flowers[COMMA] and sea shells,,,,,,1794,m,us,,,
loc.ark+=13960=t6pz5q631,1845,1845,1845,random,9560322,,De Windt[COMMA] Caroline Amelia Smith.,New York;1845.,,Melzinga,,,,,,,f,us,,,
uc2.ark+=13960=t8tb13h9k,1845,1845,1845,random,7689881,,Leckie[COMMA] Horner[COMMA] Mrs,Edinburgh;1845?,,[Mrs. Leckie[APOSTROPHE]s poems,,,,,,1779,f,uk,,,
nyp.33433075777346,1845,1845,1845,random,7684339,,OehlenschlÃ_ger[COMMA] Adam Gottlob[COMMA],London;W. Pickering [etc.[COMMA] etc.;1845.,,The gods of the North,,,,,,1784,m,us,,translations[COMMA] birth date is translator[APOSTROPHE]s,
mdp.39015063931565,1845,1845,1845,reviewed,449622,1387623,Hirst[COMMA] Henry Beck[COMMA],Boston;Phillips & Sampson;1845.,,The coming of the mammoth,rev,,,1845,GrM,1813,m,us,,, 
njp.32101068138765,1845,1845,1844,reviewed,,,Browning[COMMA] Elizabeth Barrett[COMMA],New-York;Henry G. Langley;1845.,,A drama of exile,rev,,,1857,WR,1806,f,uk,,,y
uva.x030800890,1871,1871,1843,reviewed,9793454,8407963,Moir[COMMA] D. M.,Edinburgh;W. Blackwood and sons;1871.,,Domestic verses,pub,,,1843,BM,1798,m,uk,,,
nyp.33433076031099,1843,1843,1843,random,8655929,,Davidson[COMMA] Margaret Miller[COMMA],Philadelphia;Lea & Blanchard;1843.,,Selections from the writings of Mrs. Margaret M. Davidson,,,,,,1787,f,us,,,
loc.ark+=13960=t8w95sb6z,1843,1843,1843,reviewed,8655780,6505215,Tyler[COMMA] Robert[COMMA],New-York;Harper & brothers;1843.,,Death,rev,neg,,1843,GrM,1816,m,us,,,
loc.ark+=13960=t0sq9fz3z,1843,1843,1843,reviewed,9579656,,Percival[COMMA] James Gates[COMMA],New Haven;S. Babcock;1843.,,Dream of a day,rev,,,1844,GrM,1795,m,us,,,
loc.ark+=13960=t24b3p10w,1842,1842,1842,random,8921581,,Smith[COMMA] Benjamin,Pittsburgh;1842.,,Poems[COMMA] moral and religious,,,,,,,m,us,,,
hvd.hx5ei3,1842,1842,1842,random,9734499,,Foster[COMMA] Nathan Lanesford[COMMA],Philadelphia.;G. W. Gorton;1842.,,The last of his family;,,,,,,1787,m,us,,,
nyp.33433076035355,1843,1843,1842,random,8655753,,Scott[COMMA] Julia H. Kinney[COMMA],Boston;Tompkins & Mussey;1843.,,Poems,,,,,,1809,f,us,,,
hvd.hxdamf,1842,1842,1842,random,6130522,,Pierce[COMMA] Augustus,Boston;1842.,,The rebelliad;,,,,,,1802,m,us,,,
loc.ark+=13960=t1qf9763h,1842,1842,1842,reviewed,9577674,,Longfellow[COMMA] Henry Wadsworth[COMMA],Cambridge;J. Owen;1842.,,Ballads and other poems,rev,pos,,1842,GrM,1807,m,us,,,
nyp.33433076030273,1842,1842,1842,reviewed,122896,,Colton[COMMA] George H.,New-York;Wiley and Putnam;1842.,,Tecumseh;,rev,pos,,1842,GrM,1818,m,us,,, 
nyp.33433074955141,1846,1846,1842,reviewed,8663571,8605124,Tennyson[COMMA] Alfred Tennyson[COMMA],Boston;W.D. Ticknor;1842.,v.2,Poems in two volumes,rev,pos,,1842,GrM,1809,m,uk,,,y
hvd.32044058247099,1842,1842,1842,reviewed,1024660,3773524,Tennyson[COMMA] Alfred Tennyson[COMMA],Boston;W.D. Ticknor;1842.,v.1,Poems in two volumes,rev,pos,,1842,GrM,1809,m,uk,,,y
uc2.ark+=13960=t2z31pm6p,1841,1841,1841,reviewed,7672830,7822524,Sigourney[COMMA] L. H.,London;R. Tyas;1841.,,Pocahontas[COMMA] and other poems,rev,,,1842,GrM,1791,f,us,,,
hvd.hwh1bt,1841,1841,1841,random,9730588,,Fitchett[COMMA] John[COMMA],London;W. Pickering;1841-42.,v.2,King Alfred,,,,,,1776,m,uk,,,
loc.ark+=13960=t5q81t975,1841,1841,1841,reviewed,8656025,6267575,Earle[COMMA] Pliny,Philadelphia;H. Perkins;1841.,,Marathon,rev,pos,,1841,GrM,1809,m,us,,,
mdp.39015023542395,1840,1840,1840,reviewed,282125,4459021,Baillie[COMMA] Joanna[COMMA],London;E. Moxon;1840.,,Fugitive verses,rev,pos,,1841,QR,1762,f,uk,,,y
hvd.hxdflv,1840,1840,1840,random,9592446,,Brown[COMMA] J. Newton,Concord[COMMA] N.H.;I. S. Boyd;1840.,,Emily,,,,,,1803,m,us,,,
uc2.ark+=13960=t17m08m38,1840,1840,1840,random,7688562,,Hanmer[COMMA] John Hanmer[COMMA],London;Edward Moxon;1840.,,Sonnets,,,,,,1809,m,uk,,,
uc2.ark+=13960=t1bk19943,1840,1840,1840,random,6509556,,Landreth[COMMA] Peter.,London;Simpkin[COMMA] Marshall;1840.,,The poet: The infidel,,,,,,,m,uk,,,
loc.ark+=13960=t5cc1sf60,1840,1840,1840,random,9569466,,Page[COMMA] Theophilus. [from old catalog],New York;Printed for the author;1840.,,Heavenly musing;,,,,,,,m,us,,,
hvd.hwkq93,1840,1840,1840,reviewed,9731919,2742917,Norton[COMMA] Caroline Sheridan[COMMA],London;H. Colburn;1840.,,The dream,rev,pos,,1841,GrM,1808,f,uk,,,
nyp.33433076030042,1840,1840,1840,reviewed,8655701,6244684,Cone[COMMA] Spencer Wallace[COMMA],New York;Wiley & Putnam [etc.;1840.,,The proud ladye,rev,,,1840,GrM,1819,m,us,,,
nyp.33433074874185,1839,1839,1839,reviewed,5261319,5961275,Sterling[COMMA] John[COMMA],London;Edward Moxon;1839.,,Poems,rev,pos,,1840,QR,1806,m,uk,,,
njp.32101074868017,1839,1839,1839,random,9024807,,Pratt[COMMA] Parley P.,New York;Printed by W. Molineux;1840 [c1839,,The millennium and other poems,,,,,,1807,m,us,,,
hvd.hwjueh,1841,1841,1839,random,9730581,,Emmons[COMMA] Richard[COMMA],Boston;1841.,,The battle of Bunker Hill,,,,,,1788,m,us,,,
uc1.b182952,1840,1840,1838,reviewed,6652066,4308782,Morris[COMMA] Charles[COMMA],London;R. Bentley;1840.,v.1,Lyra urbanica;,rev,,,1841,BM,1745,m,uk,,,
uc2.ark+=13960=t8v984f2b,1837,1837,1837,reviewed,7692953,13427225,Stuart-Wortley[COMMA] Emmeline[COMMA],London;Saunders;1837.,,Fragments and fancies,rev,neg,,1840,QR,1806,f,uk,,,
uc2.ark+=13960=t20c4zd4j,1837,1837,1837,random,7690431,,Manning[COMMA] George Theodore.,London;1837.,,Rural rhymes,,,,,,,m,uk,,,
uc1.b166346,1837,1837,1837,random,6641750,,Llwyd[COMMA] Richard[COMMA],London;Whittaker;H. Hughes;and E. Parry;1837,,The poetical works of Richard Llwyd[COMMA] the Bard of Snowdon,,,,,,1752,m,uk,,,
njp.32101067631919,1837,1837,1837,random,7687238,,Dearden[COMMA] William[COMMA],London;Longman[COMMA] Rees[COMMA] Orme[COMMA] Brown[COMMA] Green[COMMA] & Longman; [etc.[COMMA] etc.;MDCCCXXXVII [1837,,The star-seeker,,,,,,,m,uk,,,
hvd.hnnzqj,1835,1835,1835,reviewed,8585960,9345963,Alford[COMMA] Henry[COMMA],Cambridge;Printed at the Pitt press[COMMA] by John Smith for Longman and J. & J. J. Deighton;1835.,v.2,The school of the heart,rev,,,1835,ER,1810,m,uk,,,
njp.32101066693696,1835,1835,1835,random,9247335,,,Boston;Russell[COMMA] Odiorne[COMMA] and Metcalf;1835.,,A Glance at the nations[COMMA] with other poems,,,,,,,,us,,,
loc.ark+=13960=t7xk8wp35,1835,1835,1835,random,9578953,,Patterson[COMMA] Stephen[COMMA],Burlington[COMMA] N.J.;J. L. Powell;1835.,,The contrast,,,,,,1812,m,us,,,
njp.32101040128652,1837,1837,1835,reviewed,8889609,4879111,Moxon[COMMA] Edward[COMMA],London;Bradbury and Evans;1837.,,Sonnets,rev,,,1837,QR,1801,m,uk,,,
nyp.33433074914437,1835,1835,1835,reviewed,8663652,7406237,Wordsworth[COMMA] William[COMMA],Boston;James Munroe and co.;1835.,,Yarrow revisited,rev,pos,,1835,QR,1770,m,uk,,,y
hvd.hnmy3p,1835,1835,1835,random,9730422,,Copleston[COMMA] John Gay.,London;J. G. and F. Rivington;1835.,,Lynmouth;,,,,,,,m,uk,,,
uc2.ark+=13960=t5h99f43z,1834-1835,1834,1834,reviewed,7687650,2705778,Elliott[COMMA] Ebenezer[COMMA],London;B. Steill;1834-35.,v.003,[Elliott[APOSTROPHE]s poems],rev,pos,,1834,ER,1781,m,uk,,,
uc2.ark+=13960=t2k64cd80,1834-1835,1834,1834,reviewed,7687650,2705778,Elliott[COMMA] Ebenezer[COMMA],London;B. Steill;1834-35.,v.002,[Elliott[APOSTROPHE]s poems],rev,pos,,1834,ER,1781,m,uk,,,
njp.32101064671389,1834,1834,1834,random,9408928,,Trenhaile[COMMA] J.,London;Longman[COMMA] Rees[COMMA] Orme[COMMA] Brown[COMMA] Green[COMMA] & Longman;Devonport;W. Byers;1834.,,Recreations in rhyme,,,,,,1792,m,uk,,,
hvd.hnpeas,1833,1833,1833,random,9720255,,Markham[COMMA] Alexander.,Belfast;Hodgson; [etc.;1833.,,The avenged bride;,,,,,,1796,m,ir,,,
nyp.33433076030117,1833,1833,1833,random,284595,,Clark[COMMA] Willis Gaylord[COMMA],Philadelphia;Key & Biddle;1833.,,The spirit of life;,,,,,,1808,m,us,,,
nyp.33433074899802,1833,1833,1833,random,8588066,,Kenyon[COMMA] John[COMMA],London;Edward Moxon;1833.,,Rhymed plea for tolerance,,,,,,1784,m,uk,,,
hvd.32044058223066,1833,1833,1833,reviewed,1418159,568932,Coleridge[COMMA] Hartley[COMMA],Leeds;F.E. Bingley;1833.,v.1,Poems,rev,,,1833,QR,1796,m,uk,,,
uc2.ark+=13960=t17m05k61,1834-1835,1834,1833,reviewed,7687650,2705778,Elliott[COMMA] Ebenezer[COMMA],London;B. Steill;1834-35.,v.001,[Elliott[APOSTROPHE]s poems],rev,pos,,1834,ER,1781,m,uk,,,
uc1.b182470,1834,1834,1833,random,6651775,,Graham[COMMA] John[COMMA],London;T. and W. Boone;1834.,,A vision of fair spirits,,,,,,1813,m,uk,,,
njp.32101066709666,1833,1833,1833,random,9405469,,Apperley[COMMA] Charles Owen.,London;Smith[COMMA] Elder;1833.,,Europe[COMMA] a political sketch;,,,,,,,m,uk,,,
hvd.32044077933034,1841,1834,1833,reviewed,9728538,6830625,Lyte[COMMA] Henry Francis[COMMA],London;J. Nisbet and J. Burns;1841.,,Poems,rev,pos,,1834,ER,1793,m,uk,,,
uc2.ark+=13960=t0rr1v740,1833,1833,1833,reviewed,7691224,13357703,Overton[COMMA] Charles.,London;Rivington;1833.,,Ecclesia anglicana;,rev,,,1833,ER,1805,m,uk,,,
loc.ark+=13960=t78s5hf3h,1833,1833,1833,random,9577014,,Bulmer[COMMA] Agnes (Collinson)[COMMA],New York;B. Waugh and T. Mason;1833.,,Messiah[APOSTROPHE]s kingdom,,,,,,1775,f,uk,,,
uc1.b4104953,1837,1837,1832,reviewed,6156109,11685732,Bryant[COMMA] William Cullen[COMMA],New York;Harper & Brothers;1839.,,Poems,rev,pos,,1842,GrM,1794,m,us,,,y
